Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop,Soil_Name
29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,Blackgram,silty clay loam
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,Blackgram,silty clay loam
29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,Blackgram,silty clay loam
58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,Blackgram,silty clay loam
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,Blackgram,silty clay loam
42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,Blackgram,silty clay loam
44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,Blackgram,silty clay loam
38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,Blackgram,silty clay loam
32,76,15,28.05153602,63.49802189,7.604110177,43.35795377,Lentil,silty clay loam
13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,Lentil,silty clay loam
38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,Lentil,silty clay loam
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,Lentil,silty clay loam
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,Lentil,silty clay loam
29,71,18,22.17499963,62.13873825,6.410441476,53.46622584,Lentil,silty clay loam
2,72,18,26.57597546,60.97876599,7.836719564,50.89110726,Lentil,silty clay loam
6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,Lentil,silty clay loam
13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,Lentil,silty clay loam
8,58,17,28.75273118,69.15640149,7.286049978,35.15426171,Lentil,silty clay loam
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,Lentil,silty clay loam
2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,Lentil,silty clay loam
3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,Lentil,silty clay loam
27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,Lentil,silty clay loam
39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,Lentil,silty clay loam
40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,Lentil,silty clay loam
37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,Lentil,silty clay loam
31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,Lentil,silty clay loam
22,67,22,29.03017561,64.49166566,7.475926645,54.9393771,Lentil,silty clay loam
3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,Lentil,silty clay loam
4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,Lentil,silty clay loam
13,61,24,18.29783597,69.6897615,7.629910253,49.39111479,Lentil,silty clay loam
12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,Lentil,silty clay loam
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,Lentil,silty clay loam
9,60,21,29.94413861,67.31323084,7.52178027,40.37113729,Lentil,silty clay loam
18,66,22,25.87990287,67.55109024,6.347379185,47.89645224,Lentil,silty clay loam
32,56,18,20.0467711,65.84395319,7.135251532,46.05333124,Lentil,silty clay loam
6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,Lentil,silty clay loam
15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,Lentil,silty clay loam
0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,Lentil,silty clay loam
30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,Lentil,silty clay loam
3,63,16,24.38041875,61.18458224,6.868881708,53.13946695,Lentil,silty clay loam
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,Lentil,silty clay loam
10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,Lentil,silty clay loam
14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,Lentil,silty clay loam
39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,Lentil,silty clay loam
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,Lentil,silty clay loam
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,Lentil,silty clay loam
31,58,15,28.31886863,60.19461399,6.167855382,45.36521251,Lentil,silty clay loam
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,Lentil,silty clay loam
5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,Lentil,silty clay loam
16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,Lentil,silty clay loam
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,Lentil,silty clay loam
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,Lentil,silty clay loam
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,Lentil,silty clay loam
24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,Lentil,silty clay loam
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,Lentil,silty clay loam
26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,Lentil,silty clay loam
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,Lentil,silty clay loam
24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,Lentil,silty clay loam
13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,Lentil,silty clay loam
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,Lentil,silty clay loam
12,58,23,21.74600081,63.39503184,6.765091462,50.43306085,Lentil,silty clay loam
32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,Lentil,silty clay loam
6,68,18,24.388717,62.50453062,6.711341147,47.26052494,Lentil,silty clay loam
10,79,20,24.98287462,66.895409,6.379881442,38.21370568,Lentil,silty clay loam
38,77,22,28.234829,69.3159965,6.313284268,35.36831423,Lentil,silty clay loam
17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,Lentil,silty clay loam
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,Lentil,silty clay loam
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,Lentil,silty clay loam
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,Lentil,silty clay loam
19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,Lentil,silty clay loam
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,Lentil,silty clay loam
28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,Lentil,silty clay loam
1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,Lentil,silty clay loam
12,67,23,25.62896213,63.14909763,6.585020303,45.49683991,Lentil,silty clay loam
36,67,20,20.39078312,60.47528931,6.924042372,53.31508572,Lentil,silty clay loam
28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,Lentil,silty clay loam
12,71,19,24.91079638,60.71367427,7.142611056,42.19740397,Lentil,silty clay loam
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,Lentil,silty clay loam
26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,Lentil,silty clay loam
16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,Lentil,silty clay loam
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,Lentil,silty clay loam
33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,Lentil,silty clay loam
21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,Lentil,silty clay loam
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,Lentil,silty clay loam
10,75,17,18.43966037,68.05394959,7.732194788,39.00992137,Lentil,silty clay loam
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,Lentil,silty clay loam
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,Lentil,silty clay loam
35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,Lentil,silty clay loam
7,63,24,19.55750776,64.45268309,6.818681086,53.04669416,Lentil,silty clay loam
9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,Lentil,silty clay loam
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,Lentil,silty clay loam
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,Lentil,silty clay loam
36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,Lentil,silty clay loam
28,67,21,21.79792649,63.73086065,6.250994223,46.62370222,Lentil,silty clay loam
28,79,16,24.70626432,60.26854183,6.052184881,53.12442925,Lentil,silty clay loam
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,Lentil,silty clay loam
10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,Lentil,silty clay loam
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,Lentil,silty clay loam
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,Lentil,silty clay loam
0,67,22,29.82112112,69.4073209,6.593798387,51.56461082,Lentil,silty clay loam
7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,Lentil,silty clay loam
10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,Lentil,silty clay loam
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,Lentil,silty clay loam
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,Lentil,silty clay loam
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,Lentil,silty clay loam
4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,Lentil,silty clay loam
34,73,15,20.97195263,63.83179889,7.630424083,53.10207889,Lentil,silty clay loam
33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,Lentil,silty clay loam
2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,Pomegranate,sandy loam
6,18,37,19.65690085,89.93701023,5.937649578,108.0458926,Pomegranate,sandy loam
8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,Pomegranate,sandy loam
37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,Pomegranate,sandy loam
0,27,38,22.44581266,89.90147027,6.738016221,109.3905998,Pomegranate,sandy loam
31,25,38,24.96273236,92.40501423,6.497366677,109.4169192,Pomegranate,sandy loam
21,21,38,22.5526059,89.3259486,6.327673765,104.8955643,Pomegranate,sandy loam
6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,Pomegranate,sandy loam
25,27,41,19.20090378,94.27659596,6.923509371,108.0423555,Pomegranate,sandy loam
15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,Pomegranate,sandy loam
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,Pomegranate,sandy loam
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,Pomegranate,sandy loam
36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,Pomegranate,sandy loam
4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,Pomegranate,sandy loam
29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,Pomegranate,sandy loam
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,Pomegranate,sandy loam
18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,Pomegranate,sandy loam
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,Pomegranate,sandy loam
5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,Pomegranate,sandy loam
18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,Pomegranate,sandy loam
9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,Pomegranate,sandy loam
40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,Pomegranate,sandy loam
22,23,44,20.13037175,89.31505137,6.143874691,107.3416913,Pomegranate,sandy loam
9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,Pomegranate,sandy loam
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,Pomegranate,sandy loam
0,17,42,23.20242586,91.19442671,6.859840821,109.0946323,Pomegranate,sandy loam
2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,Pomegranate,sandy loam
28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,Pomegranate,sandy loam
8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,Pomegranate,sandy loam
29,16,36,19.81069447,88.92944254,5.740338002,102.860084,Pomegranate,sandy loam
17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,Pomegranate,sandy loam
34,21,42,18.75927679,89.93457597,6.648687274,111.0196744,Pomegranate,sandy loam
21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,Pomegranate,sandy loam
25,17,40,18.91251245,87.74938524,6.608023872,111.2800516,Pomegranate,sandy loam
8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,Pomegranate,sandy loam
26,18,42,19.72620525,89.64934166,6.910374919,108.2287276,Pomegranate,sandy loam
4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,Pomegranate,sandy loam
36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,Pomegranate,sandy loam
5,24,40,24.692258,93.87030088,6.297907579,104.6735454,Pomegranate,sandy loam
19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,Pomegranate,sandy loam
39,30,38,20.12644921,87.59629625,6.965156738,108.065579,Pomegranate,sandy loam
5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,Pomegranate,sandy loam
4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,Pomegranate,sandy loam
38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,Pomegranate,sandy loam
37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,Pomegranate,sandy loam
9,25,41,24.81530144,91.90842992,5.972714857,109.2853418,Pomegranate,sandy loam
29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,Pomegranate,sandy loam
5,21,38,22.43377991,90.3396556,6.107054808,112.459697,Pomegranate,sandy loam
22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,Pomegranate,sandy loam
4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,Pomegranate,sandy loam
21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,Pomegranate,sandy loam
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,Pomegranate,sandy loam
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,Pomegranate,sandy loam
13,7,43,18.20230419,91.12282162,7.013481515,109.6623974,Pomegranate,sandy loam
5,13,37,22.34375696,89.7870345,5.648243649,103.3183074,Pomegranate,sandy loam
27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,Pomegranate,sandy loam
7,23,35,19.75088482,88.71691157,7.054313823,102.5538035,Pomegranate,sandy loam
12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,Pomegranate,sandy loam
4,19,43,18.07132963,93.14554876,5.779427402,106.3602023,Pomegranate,sandy loam
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,Pomegranate,sandy loam
1,27,36,23.98598756,93.34236582,5.684995235,104.991282,Pomegranate,sandy loam
23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,Pomegranate,sandy loam
24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,Pomegranate,sandy loam
13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,Pomegranate,sandy loam
40,11,44,24.45840036,86.10874614,6.322396027,111.3779693,Pomegranate,sandy loam
21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,Pomegranate,sandy loam
3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,Pomegranate,sandy loam
40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,Pomegranate,sandy loam
14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,Pomegranate,sandy loam
38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,Pomegranate,sandy loam
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,Pomegranate,sandy loam
32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,Pomegranate,sandy loam
18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,Pomegranate,sandy loam
8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,Pomegranate,sandy loam
15,6,41,19.0087067,88.83768149,6.897368477,108.6793978,Pomegranate,sandy loam
0,5,36,24.35193812,90.88612388,6.152906502,105.529185,Pomegranate,sandy loam
22,9,44,24.72235539,88.87651295,5.744361602,112.1926517,Pomegranate,sandy loam
14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,Pomegranate,sandy loam
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,Pomegranate,sandy loam
39,17,45,18.09691127,90.42177379,6.924490731,104.88189,Pomegranate,sandy loam
10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,Pomegranate,sandy loam
8,28,38,23.22594,94.42971362,6.8444019,105.6917856,Pomegranate,sandy loam
32,13,42,23.50128217,92.97527546,5.786058032,106.61905,Pomegranate,sandy loam
18,9,40,19.44623085,89.02127045,5.627186257,106.1606833,Pomegranate,sandy loam
20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,Pomegranate,sandy loam
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,Pomegranate,sandy loam
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,Pomegranate,sandy loam
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,Pomegranate,sandy loam
40,18,43,19.38603815,86.79058496,5.767372539,109.9130984,Pomegranate,sandy loam
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,Pomegranate,sandy loam
9,16,36,23.77989026,92.93386903,5.893332378,106.977723,Pomegranate,sandy loam
30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,Pomegranate,sandy loam
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,Pomegranate,sandy loam
40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,Pomegranate,sandy loam
32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,Pomegranate,sandy loam
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,Pomegranate,sandy loam
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,Pomegranate,sandy loam
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,Pomegranate,sandy loam
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,Pomegranate,sandy loam
8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,Pomegranate,sandy loam
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,Banana,Unknown
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,Banana,Unknown
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,Banana,Unknown
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,Banana,Unknown
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,Banana,Unknown
93,94,53,25.86632408,84.42379269,6.079178788,114.5357503,Banana,Unknown
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,Banana,Unknown
108,89,53,29.55054817,78.06762846,5.808497604,99.34482238,Banana,Unknown
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,Banana,Unknown
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,Banana,Unknown
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,Banana,Unknown
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,Banana,Unknown
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,Banana,Unknown
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,Banana,Unknown
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,Banana,Unknown
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,Banana,Unknown
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,Banana,Unknown
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,Banana,Unknown
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,Banana,Unknown
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,Banana,Unknown
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,Banana,Unknown
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,Banana,Unknown
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,Banana,Unknown
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,Banana,Unknown
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,Banana,Unknown
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,Banana,Unknown
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,Banana,Unknown
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,Banana,Unknown
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,Banana,Unknown
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,Banana,Unknown
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,Banana,Unknown
92,81,52,27.39341554,81.4654833,6.438137279,94.31102057,Banana,Unknown
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,Banana,Unknown
102,71,48,28.65456263,79.28693687,5.695267822,102.4633775,Banana,Unknown
94,91,51,29.16093424,76.67484233,5.618094446,109.575944,Banana,Unknown
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,Banana,Unknown
117,79,49,25.40909896,82.36208097,6.176644228,112.9794804,Banana,Unknown
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,Banana,Unknown
99,73,53,26.29039046,81.06003778,5.871702211,118.6730366,Banana,Unknown
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,Banana,Unknown
80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,Banana,Unknown
101,70,48,25.36059237,75.03193255,6.012696655,116.5531455,Banana,Unknown
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,Banana,Unknown
100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,Banana,Unknown
109,91,53,29.66727337,83.51014178,6.010095853,110.2511102,Banana,Unknown
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,Banana,Unknown
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,Banana,Unknown
90,86,52,25.85036988,81.95580471,5.793260262,119.0856171,Banana,Unknown
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,Banana,Unknown
119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,Banana,Unknown
107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,Banana,Unknown
116,81,55,26.42313317,83.6995044,5.915546415,95.12322062,Banana,Unknown
101,75,50,26.59386409,81.40740301,6.242528278,109.9825551,Banana,Unknown
93,81,50,27.71822477,76.57853189,6.036079266,102.2099836,Banana,Unknown
95,75,45,28.98333432,82.95958244,5.829898502,109.022564,Banana,Unknown
107,71,55,29.42017919,83.96754496,6.088064451,117.229079,Banana,Unknown
83,94,47,27.39872329,81.10523402,6.469370954,112.1355384,Banana,Unknown
102,73,54,26.4020227,84.41007614,5.720726906,111.0162259,Banana,Unknown
86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,Banana,Unknown
117,86,53,25.19640218,83.55829874,5.703381728,115.8586081,Banana,Unknown
111,79,53,28.31193338,75.77363772,6.165001278,119.695765,Banana,Unknown
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,Banana,Unknown
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,Banana,Unknown
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,Banana,Unknown
92,85,51,29.22118628,81.08183635,5.740764682,108.8616474,Banana,Unknown
104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,Banana,Unknown
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,Banana,Unknown
92,75,45,29.01207743,77.95192527,5.674403359,90.43495443,Banana,Unknown
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,Banana,Unknown
120,87,52,28.0764455,76.05522115,5.905494703,118.9923573,Banana,Unknown
108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,Banana,Unknown
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,Banana,Unknown
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,Banana,Unknown
111,88,55,29.44795403,78.34971537,5.505393833,96.45042585,Banana,Unknown
97,74,45,26.47522633,78.51833782,5.677719902,113.1161095,Banana,Unknown
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,Banana,Unknown
89,91,55,25.08347445,80.261731,6.275572298,94.32961456,Banana,Unknown
89,85,55,26.6719835,76.48541655,6.275384607,91.73358569,Banana,Unknown
118,88,51,25.44926208,79.49221962,6.201911642,100.6619171,Banana,Unknown
101,92,45,28.22776705,80.6430384,5.758054257,98.00403016,Banana,Unknown
99,92,47,28.1279509,77.48247073,6.323933647,103.5045395,Banana,Unknown
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,Banana,Unknown
90,86,55,27.96236771,84.15403614,5.644486582,97.55986676,Banana,Unknown
95,88,52,28.00316034,78.90085998,6.235461772,94.68180316,Banana,Unknown
104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,Banana,Unknown
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,Banana,Unknown
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,Banana,Unknown
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,Banana,Unknown
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,Banana,Unknown
112,87,48,27.19711623,77.3970629,6.200111068,99.46950465,Banana,Unknown
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,Banana,Unknown
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,Banana,Unknown
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,Banana,Unknown
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,Banana,Unknown
85,89,51,29.21144871,84.70189923,6.158164422,108.5501443,Banana,Unknown
108,94,47,27.35911627,84.54625006,6.387431383,90.81250457,Banana,Unknown
92,81,52,28.0106804,76.52808057,5.891413895,103.7040783,Banana,Unknown
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,Banana,Unknown
82,75,55,27.34585147,78.4873835,6.281069505,92.15524332,Banana,Unknown
117,81,53,29.50704598,78.20585613,5.507641778,98.12565829,Banana,Unknown
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,Mango,silt
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,Mango,sandy loam
21,26,27,27.00315545,47.67525434,5.699586972,95.85118326,Mango,Unknown
25,22,25,33.56150184,45.53556603,5.977413803,95.70525913,Mango,Unknown
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,Mango,sandy loam
20,19,35,34.17719782,50.62161586,6.113935087,98.00687989,Mango,sandy loam
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,Mango,sandy loam
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,Mango,sandy loam
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,Mango,silt
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,Mango,sandy loam
18,19,27,27.75518664,52.34605806,4.772385986,94.11213345,Mango,Unknown
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,Mango,Unknown
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,Mango,sandy loam
11,27,30,27.69637763,48.5622488,6.39474303,89.85646496,Mango,sandy loam
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,Mango,sandy loam
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,Mango,sandy loam
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,Mango,silt
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,Mango,silt
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,Mango,sandy loam
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,Mango,sandy loam
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,Mango,Unknown
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,Mango,sandy loam
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,Mango,sandy loam
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,Mango,silt
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,Mango,sandy loam
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,Mango,silt
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,Mango,sandy loam
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,Mango,sandy loam
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,Mango,Unknown
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,Mango,Unknown
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,Mango,silt
